StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,C _17,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_Rel,Music check,PROLIFIC_PID
2025-08-29 09:30:14,2025-08-29 09:34:24,0,2.219.52.203,100,250,1,2025-08-29 09:34:24,R_8E68O7w6yxS2WJW,,,,,51.4017,-0.1624,anonymous,EN,2,53,2,2,56eb00e515ef53000b46726c,4,5,3,4,4,4,4,4,3,4,4,4,5,3,3,1,2,4,2,3,2,4,3,3,2,3,3,4,4,3,3,4,4,4,2,2,56eb00e515ef53000b46726c
2025-08-29 09:38:12,2025-08-29 09:39:55,0,86.163.16.18,100,102,1,2025-08-29 09:39:55,R_8iWKdZcOdkAwuvN,,,,,52.9687,-1.0889,anonymous,EN,2,24,2,2,6070eac7c04a391b5267809f,4,4,4,5,5,4,4,5,4,4,4,4,4,3,4,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,6070eac7c04a391b5267809f
2025-08-29 09:38:20,2025-08-29 09:40:18,0,80.4.166.3,100,117,1,2025-08-29 09:40:19,R_23DZtZwSdwgIrPq,,,,,51.5878,0.015,anonymous,EN,2,47,1,3,5e68d2b5576136000ba058a2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5e68d2b5576136000ba058a2
2025-08-29 09:38:36,2025-08-29 09:40:52,0,80.3.218.240,100,136,1,2025-08-29 09:40:52,R_2Wa40EbMeGkfXLX,,,,,54.9313,-1.5855,anonymous,EN,2,21,1,1,676055469b245b53e81358d0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,5,2,4,2,4,5,4,2,5,4,4,5,5,5,5,1,2,676055469b245b53e81358d0
2025-08-29 09:38:20,2025-08-29 09:40:53,0,152.37.123.155,100,153,1,2025-08-29 09:40:54,R_22o8cMlqjP3NTfF,,,,,51.5327,-0.0996,anonymous,EN,2,54,2,2,5eaec18fbb7b8901200d16dd,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,2,2,5eaec18fbb7b8901200d16dd
2025-08-29 09:38:16,2025-08-29 09:41:04,0,31.94.22.166,100,168,1,2025-08-29 09:41:05,R_2fypwTOaafLrQRP,,,,,51.4801,-3.1855,anonymous,EN,2,31,1,2,5737270f14f69e000d7bc08a,5,5,5,5,5,4,5,5,5,5,5,4,4,1,5,1,1,3,3,2,2,4,2,2,5,3,3,5,4,2,4,4,5,4,2,2,5737270f14f69e000d7bc08a
2025-08-29 09:38:48,2025-08-29 09:41:28,0,80.0.43.202,100,160,1,2025-08-29 09:41:29,R_2ci2pr4mVciNuUS,,,,,51.4801,-3.1855,anonymous,EN,2,34,2,2,60c877753b4b7ace80a2e22c,5,5,4,5,5,5,5,4,4,3,5,4,5,1,2,1,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,1,60c877753b4b7ace80a2e22c
2025-08-29 09:38:55,2025-08-29 09:42:02,0,82.10.204.151,100,187,1,2025-08-29 09:42:03,R_8QzZczTeYZQhdOd,,,,,53.4096,-2.9792,anonymous,EN,2,29,1,3,5bbe9a9570f8df0001c13f11,4,4,4,4,5,4,4,5,4,4,5,5,5,4,4,1,4,3,5,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,2,2,5bbe9a9570f8df0001c13f11
2025-08-29 09:40:32,2025-08-29 09:42:14,0,86.179.11.219,100,101,1,2025-08-29 09:42:14,R_8CK80K3nioVvSgK,,,,,51.3793,0.1072,anonymous,EN,2,43,2,2,5ed9788e4ea9bd5183ca97e9,4,2,4,3,3,2,4,4,4,4,3,5,3,4,2,1,1,3,5,3,4,3,3,2,5,1,3,2,4,5,4,2,3,2,1,2,5ed9788e4ea9bd5183ca97e9
2025-08-29 09:40:30,2025-08-29 09:42:57,0,77.99.238.14,100,147,1,2025-08-29 09:42:57,R_2ujbIAgUklWWCfD,,,,,51.4435,-0.3289,anonymous,EN,2,45,2,3,66b13e9ca1a27e58226f1761,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,3,2,66b13e9ca1a27e58226f1761
2025-08-29 09:40:29,2025-08-29 09:43:15,0,86.186.72.67,100,166,1,2025-08-29 09:43:17,R_2y8Sy1VIebWxovK,,,,,53.1835,-2.5119,anonymous,EN,2,57,1,1,650064e9af85cff3692f07f9,5,4,4,4,4,5,3,4,4,4,3,4,3,4,4,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,650064e9af85cff3692f07f9
2025-08-29 09:38:54,2025-08-29 09:43:28,0,90.197.131.146,100,273,1,2025-08-29 09:43:28,R_2x3WjECU9IXeEwN,,,,,51.6251,-3.4723,anonymous,EN,2,69,1,2,59d6677d416c900001ea58f3,4,4,4,3,4,5,4,4,3,4,4,4,3,4,4,1,4,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,3,2,59d6677d416c900001ea58f3
2025-08-29 09:40:57,2025-08-29 09:44:01,0,90.198.50.232,100,183,1,2025-08-29 09:44:02,R_8cbdjaNKb0hAxNO,,,,,52.4617,-1.843,anonymous,EN,2,55,2,2,59136492bfce7c0001aea83d,4,4,4,4,5,4,5,4,4,4,5,4,4,3,2,1,4,4,4,4,3,4,4,4,5,3,4,5,5,4,4,5,4,4,2,2,59136492bfce7c0001aea83d
2025-08-29 09:38:53,2025-08-29 09:44:03,0,51.19.185.12,100,309,1,2025-08-29 09:44:03,R_2n2EklzZi23UUWE,,,,,56.5292,-3.0745,anonymous,EN,2,61,2,2,67dc687bd93f2802388b5117,3,5,4,4,4,4,5,5,4,4,5,5,5,4,4,1,3,4,2,2,3,3,2,3,4,3,2,3,5,2,2,5,5,5,3,2,67dc687bd93f2802388b5117
2025-08-29 09:40:37,2025-08-29 09:44:37,0,86.148.210.58,100,239,1,2025-08-29 09:44:37,R_2t4dCBXiikSAbK1,,,,,52.4112,-4.0716,anonymous,EN,2,40,1,4,5bcda2ee6fd72000014996e4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,4,3,3,2,3,3,4,4,3,3,4,4,2,3,4,4,4,2,2,5bcda2ee6fd72000014996e4
2025-08-29 09:38:57,2025-08-29 09:45:18,0,94.14.173.127,100,381,1,2025-08-29 09:45:19,R_2g6A5yQfR9lXCPW,,,,,55.9439,-3.0515,anonymous,EN,2,51,2,2,680e1b9a36b987121bbc9c9a,4,3,4,4,4,3,3,5,4,4,4,4,5,2,2,1,2,1,2,2,2,2,4,3,3,3,2,4,4,3,4,2,2,3,2,2,680e1b9a36b987121bbc9c9a
