StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Prolific ID ","Consent ","Age ","Gender ",OMSI,Gen_1,Gen_2,Gen_3,Gen_4,Gen_5,Gen_6,Gen_7,Gen_8,Gen_9,Gen_10,Gen_11,Gen_12,Gen_13,Gen_14,Gen_15,Gen_16,Gen_17,Gen_18,Gen_19,Gen_20,Gen_21,Gen_22,Gen_23,Gen_24,Gen_25,Gen_26,Gen_27,Gen_28,Gen_29,Gen_30,Gen_31,Gen_32,Gen_33,Gen_34,Gen_35,Gen_36,Emotion,PROLIFIC_PID,Vignette,VigNro
2025-09-09 10:27:55,2025-09-09 10:29:49,IP Address,100,113,True,2025-09-09 10:29:49,R_8OcS9ynyeMez6vQ,anonymous,EN,602c0fc2eff74b4748e9b41e,Yes,35,Male,Music-loving nonmusician,Strongly agree (5),4,4,4,Strongly agree (5),2,4,4,Strongly agree (5),4,2,Strongly agree (5),4,4,Strongly agree (5),4,4,4,4,4,4,4,4,4,4,4,Strongly agree (5),4,4,4,4,Strongly agree (5),4,4,Strongly agree (5),Strongly disagree       (1),"Filled with wonder, amazed,Moved, touched,Enchanted, in awe,Inspired, enthusiastic,Powerful, strong,Full of tenderness, warmhearted,Relaxed, peaceful,Melancholic, sad,Nostalgic, sentimental",602c0fc2eff74b4748e9b41e,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:27:51,2025-09-09 10:30:00,IP Address,100,128,True,2025-09-09 10:30:00,R_2yYKF7zLQHJWXv3,anonymous,EN,672f488089b8f59064c010fc,Yes,38,Male,Music-loving nonmusician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),3,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly disagree       (1),"Filled with wonder, amazed,Moved, touched,Inspired, enthusiastic,Energetic, lively,Joyful, wanting to dance,Powerful, strong,Relaxed, peaceful",672f488089b8f59064c010fc,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:27:59,2025-09-09 10:30:06,IP Address,100,126,True,2025-09-09 10:30:06,R_89cZTqcph3e9Snw,anonymous,EN,5ea00067d330db1ac58c6163,Yes,65,Female,Music-loving nonmusician,4,Strongly agree (5),3,4,4,4,4,Strongly agree (5),Strongly agree (5),3,2,3,4,3,3,3,2,2,4,Strongly agree (5),3,3,Strongly agree (5),4,4,4,3,2,2,2,3,3,Strongly agree (5),4,4,Strongly disagree       (1),"Moved, touched,Joyful, wanting to dance,Relaxed, peaceful,Nostalgic, sentimental",5ea00067d330db1ac58c6163,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 10:28:04,2025-09-09 10:30:11,IP Address,100,127,True,2025-09-09 10:30:11,R_8hbXClPpNMdQEJr,anonymous,EN,66c5ee0d624ca2722eebfa1c,Yes,22,Female,Music-loving nonmusician,4,4,Strongly agree (5),4,4,4,4,4,4,4,3,4,2,2,2,4,4,3,4,4,4,3,Strongly agree (5),4,4,4,4,4,4,4,4,4,4,4,3,Strongly disagree       (1),"Filled with wonder, amazed,Moved, touched,Enchanted, in awe,Inspired, enthusiastic,Full of tenderness, warmhearted,Relaxed, peaceful,Nostalgic, sentimental",66c5ee0d624ca2722eebfa1c,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 10:27:58,2025-09-09 10:30:16,IP Address,100,138,True,2025-09-09 10:30:16,R_8HAZHbjPenVwDNu,anonymous,EN,570157c6917228000d8d4b6a,Yes,33,Male,Amateur musician,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly disagree       (1),"Filled with wonder, amazed,Moved, touched,Inspired, enthusiastic,Energetic, lively,Joyful, wanting to dance,Powerful, strong,Full of tenderness, warmhearted,Relaxed, peaceful,Nostalgic, sentimental",570157c6917228000d8d4b6a,"Halfway through a concert, you realise you have been fully absorbed in the power and meaning of the music. It feels as if the music has taken you into a transcendent experience, which is exactly what you hoped for before the concert.",10
2025-09-09 10:28:25,2025-09-09 10:30:19,IP Address,100,114,True,2025-09-09 10:30:20,R_8feTh0sWkD8WGCo,anonymous,EN,5abbe13268b65b00018cf94b,Yes,26,Male,Nonmusician,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Strongly disagree       (1),"Powerful, strong",5abbe13268b65b00018cf94b,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:28:17,2025-09-09 10:30:22,IP Address,100,124,True,2025-09-09 10:30:22,R_80GhN3XIH0jFgTv,anonymous,EN,5d34862748bf98000146b64f,Yes,32,Male,Music-loving nonmusician,Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),2,3,4,Strongly agree (5),Strongly agree (5),Strongly agree (5),3,3,3,3,3,4,Strongly agree (5),4,Strongly agree (5),2,4,4,2,Strongly disagree       (1),Strongly disagree       (1),3,2,Strongly agree (5),4,Strongly disagree       (1),Strongly disagree       (1),"Relaxed, peaceful,Nostalgic, sentimental",5d34862748bf98000146b64f,"While listening to a playlist, you come across a song that deeply resonates with what you are experiencing. It communicated something about yourself that you’ve struggled to explain to others.",9
2025-09-09 10:28:00,2025-09-09 10:30:22,IP Address,100,142,True,2025-09-09 10:30:23,R_2J4LVOzudCQScdI,anonymous,EN,5b0712a66c2e20000157909c,Yes,36,Male,Music-loving nonmusician,4,4,4,4,3,4,4,4,4,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,2,3,4,Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),2,2,4,4,2,Strongly disagree       (1),"Full of tenderness, warmhearted,Relaxed, peaceful",5b0712a66c2e20000157909c,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:28:00,2025-09-09 10:30:25,IP Address,100,144,True,2025-09-09 10:30:25,R_8DNuTTJP17sIsbf,anonymous,EN,63f87480149da1634d6c4464,Yes,25,Male,Music-loving nonmusician,4,2,4,4,4,4,Strongly agree (5),4,Strongly agree (5),Strongly disagree       (1),2,4,2,3,2,2,2,3,Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),4,4,4,3,3,4,2,3,3,4,2,4,4,2,Strongly disagree       (1),"Tense, uneasy,Melancholic, sad,Indifferent, bored,Agitated, aggressive",63f87480149da1634d6c4464,"You have just been told that you didn’t get the job you applied for. To handle the news, you turn to music to provide a sense of support as you manage your thoughts.",8
2025-09-09 10:28:06,2025-09-09 10:30:27,IP Address,100,140,True,2025-09-09 10:30:29,R_2JxAf5Oe1c1dQyL,anonymous,EN,5a8f01d95292b80001235d34,Yes,54,Female,Amateur musician,3,2,2,3,4,4,3,4,3,2,2,3,2,3,3,Strongly agree (5),Strongly agree (5),4,2,2,Strongly agree (5),2,3,2,2,4,Strongly agree (5),4,3,4,2,2,3,3,Strongly disagree       (1),Strongly disagree       (1),"Melancholic, sad,Nostalgic, sentimental",5a8f01d95292b80001235d34,"As you travel alone for an extended period, you put on your partner’s favourite music. The music makes you feel as if they are there with you.",7
2025-09-09 10:28:13,2025-09-09 10:30:30,IP Address,100,137,True,2025-09-09 10:30:30,R_8Ea9I7tzDJIewPj,anonymous,EN,66b5172c8f0bd3b23ce66c22,Yes,28,Female,Nonmusician,4,4,3,3,2,2,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,2,2,2,2,2,2,3,3,4,3,3,Strongly disagree       (1),"Relaxed, peaceful",66b5172c8f0bd3b23ce66c22,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:28:12,2025-09-09 10:30:31,IP Address,100,139,True,2025-09-09 10:30:32,R_2q3pWsY7CkFPSxY,anonymous,EN,5b14161e30d562000155e871,Yes,29,Male,Music-loving nonmusician,4,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),3,4,3,Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),2,3,Strongly agree (5),4,Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly disagree       (1),"Inspired, enthusiastic",5b14161e30d562000155e871,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
2025-09-09 10:28:17,2025-09-09 10:30:31,IP Address,100,134,True,2025-09-09 10:30:32,R_82EZITQJ0tjNRKh,anonymous,EN,5fceb997bc11f516590460ee,Yes,34,Female,Nonmusician,Strongly agree (5),Strongly agree (5),4,3,3,Strongly disagree       (1),4,3,4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),3,Strongly disagree       (1),4,4,4,Strongly disagree       (1),2,Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),Strongly disagree       (1),2,Strongly agree (5),Strongly agree (5),Strongly disagree       (1),Strongly disagree       (1),"Energetic, lively,Powerful, strong",5fceb997bc11f516590460ee,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:27:54,2025-09-09 10:30:43,IP Address,100,168,True,2025-09-09 10:30:43,R_8hHntujaaartFMK,anonymous,EN,66e484aa361904c9801c6837,Yes,63,Female,Music-loving nonmusician,Strongly agree (5),Strongly agree (5),Strongly agree (5),2,2,Strongly disagree       (1),3,3,2,4,4,4,3,Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),4,4,2,Strongly agree (5),4,4,Strongly agree (5),4,3,2,2,3,3,4,Strongly agree (5),3,Strongly disagree       (1),"Inspired, enthusiastic,Energetic, lively,Joyful, wanting to dance,Powerful, strong,Nostalgic, sentimental",66e484aa361904c9801c6837,"While with your friends at a cafe, a particular song comes on. You instantly recognise the music from your past, leading to an exchange of stories about your experiences together.",6
2025-09-09 10:28:13,2025-09-09 10:30:44,IP Address,100,151,True,2025-09-09 10:30:44,R_8OIfLoGIIcE60aJ,anonymous,EN,6658b14cfcfccc0b76bb64f7,Yes,30,Male,Music-loving nonmusician,Strongly agree (5),Strongly agree (5),Strongly agree (5),4,4,4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,4,4,Strongly agree (5),4,Strongly agree (5),4,3,Strongly agree (5),Strongly agree (5),Strongly agree (5),4,Strongly agree (5),Strongly agree (5),2,4,Strongly agree (5),Strongly agree (5),3,Strongly agree (5),Strongly agree (5),Strongly agree (5),3,Strongly disagree       (1),"Filled with wonder, amazed,Moved, touched,Inspired, enthusiastic,Energetic, lively,Joyful, wanting to dance",6658b14cfcfccc0b76bb64f7,"After a long and demanding week, you take time to rest by listening to music. The stress melts away and you start to recover as you listen along.",3
2025-09-09 10:27:53,2025-09-09 10:30:57,IP Address,100,183,True,2025-09-09 10:30:57,R_8jTrPHlDdoO6WVH,anonymous,EN,5bcda2ee6fd72000014996e4,Yes,40,Male,Amateur musician,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,4,Strongly agree (5),4,4,4,2,2,2,2,2,2,4,4,3,Strongly disagree       (1),"Inspired, enthusiastic,Powerful, strong",5bcda2ee6fd72000014996e4,In order to get ready to exercise you decide to put on music which gives you the right frame of mind.,4
2025-09-09 10:27:55,2025-09-09 10:31:01,IP Address,100,185,True,2025-09-09 10:31:01,R_8BgneZUJwMnNGcu,anonymous,EN,6783ebc2e89b75d66d952f41,Yes,58,Male,Music-loving nonmusician,4,3,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,2,3,3,3,4,4,Strongly disagree       (1),"Moved, touched,Inspired, enthusiastic,Energetic, lively,Relaxed, peaceful",6783ebc2e89b75d66d952f41,"You have an intricate task that requires your attention. To put your mind to it, you turn on a specific music playlist.",5
2025-09-09 10:28:10,2025-09-09 10:31:08,IP Address,100,177,True,2025-09-09 10:31:08,R_8qr5TLVOtHlDI2R,anonymous,EN,6760580745ecb73102f83f3d,Yes,30,Female,Amateur musician,4,Strongly agree (5),4,4,Strongly agree (5),4,Strongly agree (5),4,4,4,Strongly agree (5),Strongly agree (5),Strongly agree (5),Strongly agree (5),4,3,3,3,4,4,4,4,Strongly agree (5),4,4,4,4,3,2,4,Strongly agree (5),4,4,4,3,Strongly disagree       (1),"Energetic, lively,Tense, uneasy,Agitated, aggressive",6760580745ecb73102f83f3d,It was pointed out that you missed an important detail in your work which you now have to redo. You put on a music playlist to drown out self-criticism as you fix the mistake.,2
2025-09-09 10:28:00,2025-09-09 10:31:09,IP Address,100,188,True,2025-09-09 10:31:09,R_2CDn9gBhcHzdVdA,anonymous,EN,6016f0e16f7aec8af4152aa4,Yes,43,Male,Nonmusician,4,Strongly agree (5),Strongly agree (5),Strongly agree (5),3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,Strongly agree (5),Strongly agree (5),4,Strongly agree (5),3,Strongly disagree       (1),"Inspired, enthusiastic,Relaxed, peaceful",6016f0e16f7aec8af4152aa4,"As you sit outside on your lunch break, you hear amazing music drifting in from a nearby building. While admiring the graceful nature of the music itself, you notice how it intensifies your lunch break into a unique and lasting experience.",12
